Angle,Baseline: AuxIVA,Baseline: ILRMA,Baseline: Sparse AuxIVA,Baseline: FastMNMF2,Ablation: Static Sledgehammer,Ablation: Binary Switch,Proposed: DIAT-Bf
30,1.546658250149417,1.2942579099990352,1.4080521983395233,0.30316273407301375,5.811423416697125,5.815899091626193,5.778490558946704
45,0.039042449691337106,0.40428227281003304,-0.053779954513466774,0.41016002616928676,6.3892304056913165,6.3935519377746965,6.333465751891686
60,-0.28755133078643114,0.020244847533656338,-0.23338456308832548,-0.19922262604669283,5.635665972866837,5.639924838133948,5.600392886200235
75,0.17649442220726336,-0.3596885785435938,0.10114035319782208,0.15723513453995278,4.251563360562124,4.254127906674302,4.213868889765868
80,0.1215446026137205,-0.04273996207795486,0.12841803944281163,-0.47357396077948666,3.7586243105781385,3.759629178293543,3.720562062157514
85,-0.056316770197078654,0.21427440615547375,-0.0818771289510162,-0.23307326800151165,5.350111313248566,5.353241373426606,5.31021926744704
88,0.0201651494833704,0.055896921085648234,0.046653644066786557,0.068146839838452,4.667474189102221,4.671104467440126,4.633249458100847
