Angle,RT60,Mu_Inv,Zeta,SI_SDR_Imp
50,0.6,1.0,0.0001,-14.756
50,0.6,1.0,0.001,-14.707
50,0.6,1.0,0.01,-14.521
50,0.6,1.2,1e-06,-15.261
50,0.6,1.2,1e-05,-15.261
50,0.6,1.2,0.0001,-15.255
50,0.6,1.2,0.001,-15.208
50,0.6,1.2,0.01,-15.031
60,0.0,0.0,1e-06,6.652
60,0.0,0.0,1e-05,6.654
60,0.0,0.0,0.0001,6.675
60,0.0,0.0,0.001,6.867
60,0.0,0.0,0.01,8.002
60,0.0,0.2,1e-06,-6.718
60,0.0,0.2,1e-05,-6.718
60,0.0,0.2,0.0001,-6.712
60,0.0,0.2,0.001,-6.67
60,0.0,0.2,0.01,-6.519
60,0.0,0.5,1e-06,-9.104
60,0.0,0.5,1e-05,-9.104
60,0.0,0.5,0.0001,-9.098
60,0.0,0.5,0.001,-9.052
60,0.0,0.5,0.01,-8.876
60,0.0,0.8,1e-06,-10.367
60,0.0,0.8,1e-05,-10.367
60,0.0,0.8,0.0001,-10.361
60,0.0,0.8,0.001,-10.313
60,0.0,0.8,0.01,-10.127
60,0.0,1.0,1e-06,-10.983
60,0.0,1.0,1e-05,-10.982
60,0.0,1.0,0.0001,-10.976
60,0.0,1.0,0.001,-10.928
60,0.0,1.0,0.01,-10.738
60,0.0,1.2,1e-06,-11.495
60,0.0,1.2,1e-05,-11.494
60,0.0,1.2,0.0001,-11.488
60,0.0,1.2,0.001,-11.44
60,0.0,1.2,0.01,-11.248
60,0.2,0.0,1e-06,3.908
60,0.2,0.0,1e-05,3.912
60,0.2,0.0,0.0001,3.952
60,0.2,0.0,0.001,4.282
60,0.2,0.0,0.01,5.595
60,0.2,0.2,1e-06,-5.678
60,0.2,0.2,1e-05,-5.677
60,0.2,0.2,0.0001,-5.665
60,0.2,0.2,0.001,-5.571
60,0.2,0.2,0.01,-5.315
60,0.2,0.5,1e-06,-7.715
60,0.2,0.5,1e-05,-7.714
60,0.2,0.5,0.0001,-7.703
60,0.2,0.5,0.001,-7.621
60,0.2,0.5,0.01,-7.411
60,0.2,0.8,1e-06,-8.827
60,0.2,0.8,1e-05,-8.826
60,0.2,0.8,0.0001,-8.815
60,0.2,0.8,0.001,-8.739
60,0.2,0.8,0.01,-8.552
60,0.2,1.0,1e-06,-9.375
60,0.2,1.0,1e-05,-9.374
60,0.2,1.0,0.0001,-9.364
60,0.2,1.0,0.001,-9.29
60,0.2,1.0,0.01,-9.114
60,0.2,1.2,1e-06,-9.833
60,0.2,1.2,1e-05,-9.832
60,0.2,1.2,0.0001,-9.822
60,0.2,1.2,0.001,-9.75
60,0.2,1.2,0.01,-9.583
60,0.4,0.0,1e-06,2.114
60,0.4,0.0,1e-05,2.116
60,0.4,0.0,0.0001,2.137
60,0.4,0.0,0.001,2.325
60,0.4,0.0,0.01,3.233
60,0.4,0.2,1e-06,-8.601
60,0.4,0.2,1e-05,-8.601
60,0.4,0.2,0.0001,-8.593
60,0.4,0.2,0.001,-8.527
60,0.4,0.2,0.01,-8.34
60,0.4,0.5,1e-06,-10.841
60,0.4,0.5,1e-05,-10.84
60,0.4,0.5,0.0001,-10.833
60,0.4,0.5,0.001,-10.773
60,0.4,0.5,0.01,-10.625
60,0.4,0.8,1e-06,-12.057
60,0.4,0.8,1e-05,-12.056
60,0.4,0.8,0.0001,-12.049
60,0.4,0.8,0.001,-11.992
60,0.4,0.8,0.01,-11.861
60,0.4,1.0,1e-06,-12.652
60,0.4,1.0,1e-05,-12.651
60,0.4,1.0,0.0001,-12.644
60,0.4,1.0,0.001,-12.588
60,0.4,1.0,0.01,-12.467
60,0.4,1.2,1e-06,-13.147
60,0.4,1.2,1e-05,-13.147
60,0.4,1.2,0.0001,-13.14
60,0.4,1.2,0.001,-13.086
60,0.4,1.2,0.01,-12.97
60,0.6,0.0,1e-06,0.782
60,0.6,0.0,1e-05,0.788
60,0.6,0.0,0.0001,0.849
60,0.6,0.0,0.001,1.354
60,0.6,0.0,0.01,3.243
60,0.6,0.2,1e-06,-7.897
60,0.6,0.2,1e-05,-7.895
60,0.6,0.2,0.0001,-7.874
60,0.6,0.2,0.001,-7.717
60,0.6,0.2,0.01,-7.324
60,0.6,0.5,1e-06,-10.052
60,0.6,0.5,1e-05,-10.05
60,0.6,0.5,0.0001,-10.031
60,0.6,0.5,0.001,-9.892
60,0.6,0.5,0.01,-9.566
60,0.6,0.8,1e-06,-11.236
60,0.6,0.8,1e-05,-11.235
60,0.6,0.8,0.0001,-11.217
60,0.6,0.8,0.001,-11.086
60,0.6,0.8,0.01,-10.79
60,0.6,1.0,1e-06,-11.818
60,0.6,1.0,1e-05,-11.816
60,0.6,1.0,0.0001,-11.799
60,0.6,1.0,0.001,-11.671
60,0.6,1.0,0.01,-11.39
60,0.6,1.2,1e-06,-12.303
60,0.6,1.2,1e-05,-12.301
60,0.6,1.2,0.0001,-12.284
60,0.6,1.2,0.001,-12.16
60,0.6,1.2,0.01,-11.889
70,0.0,0.0,1e-06,5.884
70,0.0,0.0,1e-05,5.887
70,0.0,0.0,0.0001,5.923
70,0.0,0.0,0.001,6.241
70,0.0,0.0,0.01,7.847
70,0.0,0.2,1e-06,-6.733
70,0.0,0.2,1e-05,-6.732
70,0.0,0.2,0.0001,-6.721
70,0.0,0.2,0.001,-6.632
70,0.0,0.2,0.01,-6.292
70,0.0,0.5,1e-06,-8.968
70,0.0,0.5,1e-05,-8.967
70,0.0,0.5,0.0001,-8.957
70,0.0,0.5,0.001,-8.869
70,0.0,0.5,0.01,-8.546
70,0.0,0.8,1e-06,-10.134
70,0.0,0.8,1e-05,-10.133
70,0.0,0.8,0.0001,-10.122
70,0.0,0.8,0.001,-10.036
70,0.0,0.8,0.01,-9.723
70,0.0,1.0,1e-06,-10.698
70,0.0,1.0,1e-05,-10.697
70,0.0,1.0,0.0001,-10.687
70,0.0,1.0,0.001,-10.601
70,0.0,1.0,0.01,-10.295
70,0.0,1.2,1e-06,-11.167
70,0.0,1.2,1e-05,-11.166
70,0.0,1.2,0.0001,-11.155
70,0.0,1.2,0.001,-11.07
70,0.0,1.2,0.01,-10.769
70,0.2,0.0,1e-06,4.019
70,0.2,0.0,1e-05,4.021
70,0.2,0.0,0.0001,4.043
70,0.2,0.0,0.001,4.23
70,0.2,0.0,0.01,5.091
70,0.2,0.2,1e-06,-9.869
70,0.2,0.2,1e-05,-9.867
70,0.2,0.2,0.0001,-9.855
70,0.2,0.2,0.001,-9.758
70,0.2,0.2,0.01,-9.452
70,0.2,0.5,1e-06,-11.885
70,0.2,0.5,1e-05,-11.884
70,0.2,0.5,0.0001,-11.872
70,0.2,0.5,0.001,-11.783
70,0.2,0.5,0.01,-11.511
70,0.2,0.8,1e-06,-12.99
70,0.2,0.8,1e-05,-12.989
70,0.2,0.8,0.0001,-12.978
70,0.2,0.8,0.001,-12.894
70,0.2,0.8,0.01,-12.646
70,0.2,1.0,1e-06,-13.54
70,0.2,1.0,1e-05,-13.539
70,0.2,1.0,0.0001,-13.528
70,0.2,1.0,0.001,-13.446
70,0.2,1.0,0.01,-13.211
70,0.2,1.2,1e-06,-14.003
70,0.2,1.2,1e-05,-14.002
70,0.2,1.2,0.0001,-13.991
70,0.2,1.2,0.001,-13.912
70,0.2,1.2,0.01,-13.687
70,0.4,0.0,1e-06,0.628
70,0.4,0.0,1e-05,0.632
70,0.4,0.0,0.0001,0.667
70,0.4,0.0,0.001,0.958
70,0.4,0.0,0.01,2.008
70,0.4,0.2,1e-06,-9.252
70,0.4,0.2,1e-05,-9.251
70,0.4,0.2,0.0001,-9.237
70,0.4,0.2,0.001,-9.131
70,0.4,0.2,0.01,-8.81
70,0.4,0.5,1e-06,-11.153
70,0.4,0.5,1e-05,-11.152
70,0.4,0.5,0.0001,-11.139
70,0.4,0.5,0.001,-11.041
70,0.4,0.5,0.01,-10.751
70,0.4,0.8,1e-06,-12.117
70,0.4,0.8,1e-05,-12.115
70,0.4,0.8,0.0001,-12.103
70,0.4,0.8,0.001,-12.007
70,0.4,0.8,0.01,-11.731
70,0.4,1.0,1e-06,-12.569
70,0.4,1.0,1e-05,-12.568
70,0.4,1.0,0.0001,-12.555
70,0.4,1.0,0.001,-12.461
70,0.4,1.0,0.01,-12.193
70,0.4,1.2,1e-06,-12.937
70,0.4,1.2,1e-05,-12.936
70,0.4,1.2,0.0001,-12.923
70,0.4,1.2,0.001,-12.831
70,0.4,1.2,0.01,-12.568
70,0.6,0.0,1e-06,1.403
70,0.6,0.0,1e-05,1.404
70,0.6,0.0,0.0001,1.416
70,0.6,0.0,0.001,1.527
70,0.6,0.0,0.01,2.24
70,0.6,0.2,1e-06,-8.536
70,0.6,0.2,1e-05,-8.536
70,0.6,0.2,0.0001,-8.532
70,0.6,0.2,0.001,-8.495
70,0.6,0.2,0.01,-8.325
70,0.6,0.5,1e-06,-10.773
70,0.6,0.5,1e-05,-10.773
70,0.6,0.5,0.0001,-10.769
70,0.6,0.5,0.001,-10.737
70,0.6,0.5,0.01,-10.6
70,0.6,0.8,1e-06,-12.009
70,0.6,0.8,1e-05,-12.009
70,0.6,0.8,0.0001,-12.005
70,0.6,0.8,0.001,-11.976
70,0.6,0.8,0.01,-11.856
70,0.6,1.0,1e-06,-12.621
70,0.6,1.0,1e-05,-12.621
70,0.6,1.0,0.0001,-12.618
70,0.6,1.0,0.001,-12.589
70,0.6,1.0,0.01,-12.477
70,0.6,1.2,1e-06,-13.134
70,0.6,1.2,1e-05,-13.134
70,0.6,1.2,0.0001,-13.131
70,0.6,1.2,0.001,-13.104
70,0.6,1.2,0.01,-12.998
75,0.0,0.0,1e-06,4.547
75,0.0,0.0,1e-05,4.549
75,0.0,0.0,0.0001,4.573
75,0.0,0.0,0.001,4.787
75,0.0,0.0,0.01,5.957
75,0.0,0.2,1e-06,-6.435
75,0.0,0.2,1e-05,-6.435
75,0.0,0.2,0.0001,-6.427
75,0.0,0.2,0.001,-6.357
75,0.0,0.2,0.01,-6.083
75,0.0,0.5,1e-06,-8.424
75,0.0,0.5,1e-05,-8.423
75,0.0,0.5,0.0001,-8.416
75,0.0,0.5,0.001,-8.359
75,0.0,0.5,0.01,-8.154
75,0.0,0.8,1e-06,-9.52
75,0.0,0.8,1e-05,-9.52
75,0.0,0.8,0.0001,-9.513
75,0.0,0.8,0.001,-9.462
75,0.0,0.8,0.01,-9.289
75,0.0,1.0,1e-06,-10.063
75,0.0,1.0,1e-05,-10.062
75,0.0,1.0,0.0001,-10.056
75,0.0,1.0,0.001,-10.007
75,0.0,1.0,0.01,-9.847
75,0.0,1.2,1e-06,-10.517
75,0.0,1.2,1e-05,-10.516
75,0.0,1.2,0.0001,-10.51
75,0.0,1.2,0.001,-10.463
75,0.0,1.2,0.01,-10.313
75,0.2,0.0,1e-06,4.361
75,0.2,0.0,1e-05,4.369
75,0.2,0.0,0.0001,4.443
75,0.2,0.0,0.001,5.073
75,0.2,0.0,0.01,7.467
75,0.2,0.2,1e-06,-6.774
75,0.2,0.2,1e-05,-6.772
75,0.2,0.2,0.0001,-6.756
75,0.2,0.2,0.001,-6.632
75,0.2,0.2,0.01,-6.377
75,0.2,0.5,1e-06,-8.825
75,0.2,0.5,1e-05,-8.824
75,0.2,0.5,0.0001,-8.809
75,0.2,0.5,0.001,-8.7
75,0.2,0.5,0.01,-8.491
75,0.2,0.8,1e-06,-9.905
75,0.2,0.8,1e-05,-9.904
75,0.2,0.8,0.0001,-9.89
75,0.2,0.8,0.001,-9.787
75,0.2,0.8,0.01,-9.599
75,0.2,1.0,1e-06,-10.43
75,0.2,1.0,1e-05,-10.428
75,0.2,1.0,0.0001,-10.415
75,0.2,1.0,0.001,-10.314
75,0.2,1.0,0.01,-10.137
75,0.2,1.2,1e-06,-10.865
75,0.2,1.2,1e-05,-10.863
75,0.2,1.2,0.0001,-10.85
75,0.2,1.2,0.001,-10.752
75,0.2,1.2,0.01,-10.584
75,0.4,0.0,1e-06,1.948
75,0.4,0.0,1e-05,1.95
75,0.4,0.0,0.0001,1.969
75,0.4,0.0,0.001,2.146
75,0.4,0.0,0.01,3.119
75,0.4,0.2,1e-06,-13.025
75,0.4,0.2,1e-05,-13.025
75,0.4,0.2,0.0001,-13.019
75,0.4,0.2,0.001,-12.966
75,0.4,0.2,0.01,-12.724
75,0.4,0.5,1e-06,-15.455
75,0.4,0.5,1e-05,-15.454
75,0.4,0.5,0.0001,-15.449
75,0.4,0.5,0.001,-15.402
75,0.4,0.5,0.01,-15.193
75,0.4,0.8,1e-06,-16.698
75,0.4,0.8,1e-05,-16.697
75,0.4,0.8,0.0001,-16.692
75,0.4,0.8,0.001,-16.648
75,0.4,0.8,0.01,-16.456
75,0.4,1.0,1e-06,-17.29
75,0.4,1.0,1e-05,-17.29
75,0.4,1.0,0.0001,-17.285
75,0.4,1.0,0.001,-17.242
75,0.4,1.0,0.01,-17.057
75,0.4,1.2,1e-06,-17.776
75,0.4,1.2,1e-05,-17.775
75,0.4,1.2,0.0001,-17.771
75,0.4,1.2,0.001,-17.729
75,0.4,1.2,0.01,-17.55
75,0.6,0.0,1e-06,2.126
75,0.6,0.0,1e-05,2.129
75,0.6,0.0,0.0001,2.167
75,0.6,0.0,0.001,2.481
75,0.6,0.0,0.01,3.719
75,0.6,0.2,1e-06,-9.919
75,0.6,0.2,1e-05,-9.918
75,0.6,0.2,0.0001,-9.909
75,0.6,0.2,0.001,-9.839
75,0.6,0.2,0.01,-9.58
75,0.6,0.5,1e-06,-12.299
75,0.6,0.5,1e-05,-12.298
75,0.6,0.5,0.0001,-12.29
75,0.6,0.5,0.001,-12.229
75,0.6,0.5,0.01,-12.008
75,0.6,0.8,1e-06,-13.47
75,0.6,0.8,1e-05,-13.469
75,0.6,0.8,0.0001,-13.462
75,0.6,0.8,0.001,-13.405
75,0.6,0.8,0.01,-13.199
75,0.6,1.0,1e-06,-14.015
75,0.6,1.0,1e-05,-14.014
75,0.6,1.0,0.0001,-14.007
75,0.6,1.0,0.001,-13.951
75,0.6,1.0,0.01,-13.753
75,0.6,1.2,1e-06,-14.455
75,0.6,1.2,1e-05,-14.454
75,0.6,1.2,0.0001,-14.447
75,0.6,1.2,0.001,-14.393
75,0.6,1.2,0.01,-14.2
80,0.0,0.0,1e-06,4.55
80,0.0,0.0,1e-05,4.555
80,0.0,0.0,0.0001,4.604
80,0.0,0.0,0.001,5.043
80,0.0,0.0,0.01,7.236
80,0.0,0.2,1e-06,-7.928
80,0.0,0.2,1e-05,-7.926
80,0.0,0.2,0.0001,-7.914
80,0.0,0.2,0.001,-7.81
80,0.0,0.2,0.01,-7.475
80,0.0,0.5,1e-06,-10.162
80,0.0,0.5,1e-05,-10.161
80,0.0,0.5,0.0001,-10.149
80,0.0,0.5,0.001,-10.046
80,0.0,0.5,0.01,-9.738
80,0.0,0.8,1e-06,-11.338
80,0.0,0.8,1e-05,-11.337
80,0.0,0.8,0.0001,-11.324
80,0.0,0.8,0.001,-11.225
80,0.0,0.8,0.01,-10.939
80,0.0,1.0,1e-06,-11.91
80,0.0,1.0,1e-05,-11.908
80,0.0,1.0,0.0001,-11.896
80,0.0,1.0,0.001,-11.798
80,0.0,1.0,0.01,-11.524
80,0.0,1.2,1e-06,-12.385
80,0.0,1.2,1e-05,-12.384
80,0.0,1.2,0.0001,-12.372
80,0.0,1.2,0.001,-12.275
80,0.0,1.2,0.01,-12.012
80,0.2,0.0,1e-06,3.132
80,0.2,0.0,1e-05,3.136
80,0.2,0.0,0.0001,3.176
80,0.2,0.0,0.001,3.517
80,0.2,0.0,0.01,4.997
80,0.2,0.2,1e-06,-8.965
80,0.2,0.2,1e-05,-8.964
80,0.2,0.2,0.0001,-8.953
80,0.2,0.2,0.001,-8.867
80,0.2,0.2,0.01,-8.619
80,0.2,0.5,1e-06,-11.025
80,0.2,0.5,1e-05,-11.024
80,0.2,0.5,0.0001,-11.014
80,0.2,0.5,0.001,-10.934
80,0.2,0.5,0.01,-10.724
80,0.2,0.8,1e-06,-12.147
80,0.2,0.8,1e-05,-12.147
80,0.2,0.8,0.0001,-12.137
80,0.2,0.8,0.001,-12.062
80,0.2,0.8,0.01,-11.875
80,0.2,1.0,1e-06,-12.702
80,0.2,1.0,1e-05,-12.702
80,0.2,1.0,0.0001,-12.692
80,0.2,1.0,0.001,-12.619
80,0.2,1.0,0.01,-12.445
80,0.2,1.2,1e-06,-13.168
80,0.2,1.2,1e-05,-13.167
80,0.2,1.2,0.0001,-13.158
80,0.2,1.2,0.001,-13.087
80,0.2,1.2,0.01,-12.923
80,0.4,0.0,1e-06,1.677
80,0.4,0.0,1e-05,1.678
80,0.4,0.0,0.0001,1.69
80,0.4,0.0,0.001,1.796
80,0.4,0.0,0.01,2.484
80,0.4,0.2,1e-06,-10.793
80,0.4,0.2,1e-05,-10.792
80,0.4,0.2,0.0001,-10.788
80,0.4,0.2,0.001,-10.751
80,0.4,0.2,0.01,-10.59
80,0.4,0.5,1e-06,-13.295
80,0.4,0.5,1e-05,-13.295
80,0.4,0.5,0.0001,-13.291
80,0.4,0.5,0.001,-13.257
80,0.4,0.5,0.01,-13.115
80,0.4,0.8,1e-06,-14.6
80,0.4,0.8,1e-05,-14.6
80,0.4,0.8,0.0001,-14.596
80,0.4,0.8,0.001,-14.563
80,0.4,0.8,0.01,-14.431
80,0.4,1.0,1e-06,-15.225
80,0.4,1.0,1e-05,-15.224
80,0.4,1.0,0.0001,-15.22
80,0.4,1.0,0.001,-15.189
80,0.4,1.0,0.01,-15.061
80,0.4,1.2,1e-06,-15.738
80,0.4,1.2,1e-05,-15.737
80,0.4,1.2,0.0001,-15.734
80,0.4,1.2,0.001,-15.702
80,0.4,1.2,0.01,-15.579
80,0.6,0.0,1e-06,0.002
80,0.6,0.0,1e-05,0.004
80,0.6,0.0,0.0001,0.02
80,0.6,0.0,0.001,0.169
80,0.6,0.0,0.01,1.015
80,0.6,0.2,1e-06,-6.811
80,0.6,0.2,1e-05,-6.81
80,0.6,0.2,0.0001,-6.802
80,0.6,0.2,0.001,-6.741
80,0.6,0.2,0.01,-6.508
80,0.6,0.5,1e-06,-8.917
80,0.6,0.5,1e-05,-8.916
80,0.6,0.5,0.0001,-8.91
80,0.6,0.5,0.001,-8.856
80,0.6,0.5,0.01,-8.672
80,0.6,0.8,1e-06,-10.047
80,0.6,0.8,1e-05,-10.046
80,0.6,0.8,0.0001,-10.04
80,0.6,0.8,0.001,-9.99
80,0.6,0.8,0.01,-9.828
80,0.6,1.0,1e-06,-10.593
80,0.6,1.0,1e-05,-10.592
80,0.6,1.0,0.0001,-10.586
80,0.6,1.0,0.001,-10.538
80,0.6,1.0,0.01,-10.385
80,0.6,1.2,1e-06,-11.043
80,0.6,1.2,1e-05,-11.043
80,0.6,1.2,0.0001,-11.037
80,0.6,1.2,0.001,-10.99
80,0.6,1.2,0.01,-10.845
82,0.0,0.0,1e-06,6.176
82,0.0,0.0,1e-05,6.18
82,0.0,0.0,0.0001,6.222
82,0.0,0.0,0.001,6.608
82,0.0,0.0,0.01,8.914
82,0.0,0.2,1e-06,-7.606
82,0.0,0.2,1e-05,-7.605
82,0.0,0.2,0.0001,-7.597
82,0.0,0.2,0.001,-7.529
82,0.0,0.2,0.01,-7.269
82,0.0,0.5,1e-06,-10.016
82,0.0,0.5,1e-05,-10.015
82,0.0,0.5,0.0001,-10.008
82,0.0,0.5,0.001,-9.945
82,0.0,0.5,0.01,-9.703
82,0.0,0.8,1e-06,-11.299
82,0.0,0.8,1e-05,-11.298
82,0.0,0.8,0.0001,-11.291
82,0.0,0.8,0.001,-11.229
82,0.0,0.8,0.01,-10.984
82,0.0,1.0,1e-06,-11.919
82,0.0,1.0,1e-05,-11.919
82,0.0,1.0,0.0001,-11.912
82,0.0,1.0,0.001,-11.849
82,0.0,1.0,0.01,-11.6
82,0.0,1.2,1e-06,-12.432
82,0.0,1.2,1e-05,-12.432
82,0.0,1.2,0.0001,-12.424
82,0.0,1.2,0.001,-12.362
82,0.0,1.2,0.01,-12.108
82,0.2,0.0,1e-06,4.869
82,0.2,0.0,1e-05,4.876
82,0.2,0.0,0.0001,4.942
82,0.2,0.0,0.001,5.498
82,0.2,0.0,0.01,7.63
82,0.2,0.2,1e-06,-7.74
82,0.2,0.2,1e-05,-7.738
82,0.2,0.2,0.0001,-7.723
82,0.2,0.2,0.001,-7.608
82,0.2,0.2,0.01,-7.414
82,0.2,0.5,1e-06,-10.03
82,0.2,0.5,1e-05,-10.028
82,0.2,0.5,0.0001,-10.015
82,0.2,0.5,0.001,-9.915
82,0.2,0.5,0.01,-9.776
82,0.2,0.8,1e-06,-11.265
82,0.2,0.8,1e-05,-11.263
82,0.2,0.8,0.0001,-11.25
82,0.2,0.8,0.001,-11.157
82,0.2,0.8,0.01,-11.045
82,0.2,1.0,1e-06,-11.869
82,0.2,1.0,1e-05,-11.868
82,0.2,1.0,0.0001,-11.855
82,0.2,1.0,0.001,-11.764
82,0.2,1.0,0.01,-11.665
82,0.2,1.2,1e-06,-12.372
82,0.2,1.2,1e-05,-12.371
82,0.2,1.2,0.0001,-12.358
82,0.2,1.2,0.001,-12.27
82,0.2,1.2,0.01,-12.182
82,0.4,0.0,1e-06,1.272
82,0.4,0.0,1e-05,1.274
82,0.4,0.0,0.0001,1.294
82,0.4,0.0,0.001,1.468
82,0.4,0.0,0.01,2.368
82,0.4,0.2,1e-06,-10.498
82,0.4,0.2,1e-05,-10.497
82,0.4,0.2,0.0001,-10.49
82,0.4,0.2,0.001,-10.432
82,0.4,0.2,0.01,-10.228
82,0.4,0.5,1e-06,-12.597
82,0.4,0.5,1e-05,-12.596
82,0.4,0.5,0.0001,-12.59
82,0.4,0.5,0.001,-12.537
82,0.4,0.5,0.01,-12.371
82,0.4,0.8,1e-06,-13.724
82,0.4,0.8,1e-05,-13.723
82,0.4,0.8,0.0001,-13.717
82,0.4,0.8,0.001,-13.667
82,0.4,0.8,0.01,-13.522
82,0.4,1.0,1e-06,-14.273
82,0.4,1.0,1e-05,-14.272
82,0.4,1.0,0.0001,-14.266
82,0.4,1.0,0.001,-14.218
82,0.4,1.0,0.01,-14.082
82,0.4,1.2,1e-06,-14.729
82,0.4,1.2,1e-05,-14.728
82,0.4,1.2,0.0001,-14.722
82,0.4,1.2,0.001,-14.675
82,0.4,1.2,0.01,-14.548
82,0.6,0.0,1e-06,1.103
82,0.6,0.0,1e-05,1.105
82,0.6,0.0,0.0001,1.127
82,0.6,0.0,0.001,1.322
82,0.6,0.0,0.01,2.377
82,0.6,0.2,1e-06,-9.711
82,0.6,0.2,1e-05,-9.71
82,0.6,0.2,0.0001,-9.702
82,0.6,0.2,0.001,-9.637
82,0.6,0.2,0.01,-9.388
82,0.6,0.5,1e-06,-11.884
82,0.6,0.5,1e-05,-11.884
82,0.6,0.5,0.0001,-11.877
82,0.6,0.5,0.001,-11.816
82,0.6,0.5,0.01,-11.595
82,0.6,0.8,1e-06,-13.04
82,0.6,0.8,1e-05,-13.04
82,0.6,0.8,0.0001,-13.033
82,0.6,0.8,0.001,-12.975
82,0.6,0.8,0.01,-12.771
82,0.6,1.0,1e-06,-13.601
82,0.6,1.0,1e-05,-13.6
82,0.6,1.0,0.0001,-13.594
82,0.6,1.0,0.001,-13.537
82,0.6,1.0,0.01,-13.342
82,0.6,1.2,1e-06,-14.066
82,0.6,1.2,1e-05,-14.065
82,0.6,1.2,0.0001,-14.059
82,0.6,1.2,0.001,-14.003
82,0.6,1.2,0.01,-13.816
84,0.0,0.0,1e-06,5.193
84,0.0,0.0,1e-05,5.197
84,0.0,0.0,0.0001,5.244
84,0.0,0.0,0.001,5.668
84,0.0,0.0,0.01,7.775
84,0.0,0.2,1e-06,-7.227
84,0.0,0.2,1e-05,-7.226
84,0.0,0.2,0.0001,-7.212
84,0.0,0.2,0.001,-7.098
84,0.0,0.2,0.01,-6.78
84,0.0,0.5,1e-06,-9.54
84,0.0,0.5,1e-05,-9.539
84,0.0,0.5,0.0001,-9.526
84,0.0,0.5,0.001,-9.426
84,0.0,0.5,0.01,-9.172
84,0.0,0.8,1e-06,-10.771
84,0.0,0.8,1e-05,-10.77
84,0.0,0.8,0.0001,-10.757
84,0.0,0.8,0.001,-10.662
84,0.0,0.8,0.01,-10.43
84,0.0,1.0,1e-06,-11.366
84,0.0,1.0,1e-05,-11.364
84,0.0,1.0,0.0001,-11.352
84,0.0,1.0,0.001,-11.259
84,0.0,1.0,0.01,-11.036
84,0.0,1.2,1e-06,-11.857
84,0.0,1.2,1e-05,-11.856
84,0.0,1.2,0.0001,-11.844
84,0.0,1.2,0.001,-11.751
84,0.0,1.2,0.01,-11.535
84,0.2,0.0,1e-06,2.499
84,0.2,0.0,1e-05,2.505
84,0.2,0.0,0.0001,2.558
84,0.2,0.0,0.001,2.99
84,0.2,0.0,0.01,4.621
84,0.2,0.2,1e-06,-7.613
84,0.2,0.2,1e-05,-7.611
84,0.2,0.2,0.0001,-7.596
84,0.2,0.2,0.001,-7.5
84,0.2,0.2,0.01,-7.332
84,0.2,0.5,1e-06,-10.05
84,0.2,0.5,1e-05,-10.049
84,0.2,0.5,0.0001,-10.037
84,0.2,0.5,0.001,-9.962
84,0.2,0.5,0.01,-9.866
84,0.2,0.8,1e-06,-11.379
84,0.2,0.8,1e-05,-11.378
84,0.2,0.8,0.0001,-11.367
84,0.2,0.8,0.001,-11.301
84,0.2,0.8,0.01,-11.235
84,0.2,1.0,1e-06,-12.029
84,0.2,1.0,1e-05,-12.028
84,0.2,1.0,0.0001,-12.017
84,0.2,1.0,0.001,-11.955
84,0.2,1.0,0.01,-11.903
84,0.2,1.2,1e-06,-12.569
84,0.2,1.2,1e-05,-12.568
84,0.2,1.2,0.0001,-12.558
84,0.2,1.2,0.001,-12.499
84,0.2,1.2,0.01,-12.457
84,0.4,0.0,1e-06,2.112
84,0.4,0.0,1e-05,2.114
84,0.4,0.0,0.0001,2.137
84,0.4,0.0,0.001,2.341
84,0.4,0.0,0.01,3.422
84,0.4,0.2,1e-06,-10.512
84,0.4,0.2,1e-05,-10.511
84,0.4,0.2,0.0001,-10.504
84,0.4,0.2,0.001,-10.441
84,0.4,0.2,0.01,-10.192
84,0.4,0.5,1e-06,-12.604
84,0.4,0.5,1e-05,-12.604
84,0.4,0.5,0.0001,-12.597
84,0.4,0.5,0.001,-12.543
84,0.4,0.5,0.01,-12.34
84,0.4,0.8,1e-06,-13.696
84,0.4,0.8,1e-05,-13.696
84,0.4,0.8,0.0001,-13.69
84,0.4,0.8,0.001,-13.64
84,0.4,0.8,0.01,-13.461
84,0.4,1.0,1e-06,-14.223
84,0.4,1.0,1e-05,-14.223
84,0.4,1.0,0.0001,-14.217
84,0.4,1.0,0.001,-14.169
84,0.4,1.0,0.01,-14.002
84,0.4,1.2,1e-06,-14.659
84,0.4,1.2,1e-05,-14.659
84,0.4,1.2,0.0001,-14.653
84,0.4,1.2,0.001,-14.607
84,0.4,1.2,0.01,-14.45
84,0.6,0.0,1e-06,0.707
84,0.6,0.0,1e-05,0.71
84,0.6,0.0,0.0001,0.734
84,0.6,0.0,0.001,0.928
84,0.6,0.0,0.01,1.651
84,0.6,0.2,1e-06,-8.33
84,0.6,0.2,1e-05,-8.329
84,0.6,0.2,0.0001,-8.318
84,0.6,0.2,0.001,-8.231
84,0.6,0.2,0.01,-7.973
84,0.6,0.5,1e-06,-10.057
84,0.6,0.5,1e-05,-10.056
84,0.6,0.5,0.0001,-10.046
84,0.6,0.5,0.001,-9.971
84,0.6,0.5,0.01,-9.775
84,0.6,0.8,1e-06,-11.061
84,0.6,0.8,1e-05,-11.06
84,0.6,0.8,0.0001,-11.051
84,0.6,0.8,0.001,-10.982
84,0.6,0.8,0.01,-10.822
